Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
210921,2021,05/02/2022,Danbury,73 COALPIT HILL RD,118300.00,280000.00,0.4225,Residential,Condo,,J16064-1,,POINT (-73.436347001 41.38160199)
2100169,2021,12/13/2021,Naugatuck,35 HOADLEY STREET,110130.00,235000.00,0.4686,Residential,Single Family,,,,POINT (-73.067425998 41.490029996)
210184,2021,11/23/2021,Fairfield,30 ROBIN LANE,588630.00,1350000.00,0.436,Residential,Single Family,07 - Change in Property,,,POINT (-73.25545103 41.171262991)
210027,2021,10/05/2021,Bristol,40 MATTHEWS ST UN 16,42350.00,94000.00,0.4505,Residential,Single Family,25 - Other,SALE OF TRAILER/NOT USEABLE,,POINT (-72.955384009 41.683312995)
211086,2021,07/07/2022,Bristol,25 MEIKLEM ST,90440.00,194000.00,0.4661,Residential,Single Family,,,,POINT (-72.903321997 41.671361994)
210149,2021,03/22/2022,East Hampton,14 DEER MEADOW,266030.00,452620.00,0.587755733,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,,POINT (-72.442077013 41.539786985)
210065,2021,12/14/2021,East Windsor,16 DANIEL DR,93150.00,155000.00,0.6009,Residential,Condo,,,,POINT (-72.601359995 41.885042019)
210192,2021,03/15/2022,New Canaan,6 MAPLE ST-#6,1077090.00,1950000.00,0.5523,Residential,Condo,,,,POINT (-73.494885961 41.144746002)
210432,2021,01/14/2022,Bristol,176 MORNINGSIDE DR WEST,82390.00,175000.00,0.4708,Residential,Single Family,,,,POINT (-72.907921985 41.687191008)
210299,2021,03/29/2022,Glastonbury,20 COPLEY RD,178500.00,252000.00,0.7083,Residential,Condo,,,,POINT (-72.549091034 41.678995016)
210118,2021,02/14/2022,Mansfield,627 WARRENVILLE RD,126700.00,270000.00,0.4692,Residential,Single Family,01 - Family,,,POINT (-72.172472008 41.803552989)
210300,2021,06/28/2022,Ledyard,58 AVERY HILL RD,169050.00,270000.00,0.6261,Residential,Single Family,,,,POINT (-72.04527998 41.457431014)
21000113,2021,03/31/2022,Granby,496 SALMON BROOK ST,246050.00,500000.00,0.4921,Commercial,,,,,POINT (-72.800475039 41.984043988)
210019,2021,11/15/2021,Easton,234 BIBBINS ROAD,329630.00,556000.00,0.5928,Residential,Single Family,,,,POINT (-73.31292398 41.271581003)
2100466,2021,06/10/2022,Naugatuck,85-8 LANTERN PARK DRIVE,58910.00,114450.00,0.5147,Residential,Condo,14 - Foreclosure,,,POINT (-73.065325996 41.508772979)
210807,2021,04/29/2022,Bristol,484 BROAD ST UN 48,6020.00,3000.00,2.0066,Residential,Single Family,25 - Other,SALE OF TRAILER/NOT USEABLE,,POINT (-72.915080678 41.671990864)
210112,2021,10/27/2021,Bristol,84 ROWE PL,110600.00,240000.00,0.4608,Residential,Single Family,,,,POINT (-72.898717985 41.678800011)
210481,2021,01/10/2022,Danbury,8 ROSE LA 26-1,73800.00,162000.00,0.4555,Residential,Condo,,I09022-119,,POINT (-73.456301965 41.419111007)
210229,2021,04/29/2022,Bloomfield,76 LINCOLN TERRACE,105000.00,236000.00,0.4449,Residential,Single Family,,,,POINT (-72.71962999 41.820807011)
21091,2021,02/23/2022,Burlington,19 PARTRIDGE LN,179830.00,319900.00,0.5621,Residential,Single Family,,,,POINT (-73.010914034 41.785906987)
210145,2021,12/06/2021,Glastonbury,8 MELROSE ST,113700.00,195000.00,0.583,Residential,Single Family,,,,POINT (-72.60205804 41.714805985)
2100229,2021,07/12/2022,New Fairfield,28 JEREMY DR,328400.00,729000.00,0.4504,Residential,Single Family,,,,POINT (-73.530055002 41.485006009)
210617,2021,12/22/2021,Bridgeport,35 MAPLEWOOD AVE,214140.00,350000.00,0.6118,Residential,Three Family,,,,POINT (-73.203501 41.181659988)
211091,2021,08/10/2022,New Britain,21 DWIGHT CT,113890.00,315000.00,0.3615,Residential,Three Family,,,,POINT (-72.769834992 41.669209982)
212050,2021,12/28/2021,Middletown,418 HIGBY RD,203720.00,349900.00,0.5822,Residential,Single Family,,,,POINT (-72.710920019 41.560661989)
210045,2021,07/07/2022,Morris,56 MT TOM PASSWAY,406220.00,1180000.00,0.3442,Residential,Single Family,,,,POINT (-73.274187014 41.703251992)
21555,2021,09/09/2022,Farmington,158 RED OAK HILL RD,142430.00,270000.00,0.5275,Residential,Single Family,,,,POINT (-72.869950036 41.732235985)
21386,2021,08/08/2022,Darien,102 HECKER AVE,326340.00,505000.00,0.6462,Residential,Single Family,,,,POINT (-73.487088025 41.068729014)
210802,2021,04/28/2022,Bristol,180 CARRIAGE RD,150170.00,308000.00,0.4875,Residential,Single Family,,,,POINT (-72.906368986 41.72105)
212201,2021,09/09/2022,Bridgeport,165 SPRING ST #171,238600.00,500000.00,0.4772,Residential,Four Family,25 - Other,FLIP,,POINT (-73.182042992 41.196138007)
210963,2021,02/16/2022,Bridgeport,644 HUNTINGTON RD,129440.00,285000.00,0.454175439,Residential,Single Family,14 - Foreclosure,,,POINT (-73.180937 41.201619981)
210311,2021,11/10/2021,Bridgeport,116 SIMMS ST,7941540.00,53000.00,149.8403774,Commercial,,08 - Part Interest,COOP (SEASIDE VILLAGE HOMES),,POINT (-73.200133602 41.165774582)
211053,2021,07/28/2022,New Britain,266 GARRY DR,125160.00,335000.00,0.3736,Residential,Single Family,,,,POINT (-72.815259962 41.659366987)
210357,2021,12/27/2021,New Britain,35 MANSFIELD AVE,117530.00,250000.00,0.4701,Residential,Two Family,,,,POINT (-72.765231986 41.65439698)
211191,2021,06/29/2022,Danbury,42 VICTOR ST,131500.00,312000.00,0.4214,Residential,Condo,,G15259-3,,POINT (-73.470722024 41.386722997)
210065,2021,12/08/2021,Litchfield,40 HIGHLAND AVE,131690.00,178000.00,0.7398,Residential,Single Family,,,,POINT (-73.238356976 41.722476013)
21000429,2021,07/25/2022,Cheshire,200 LEXINGTON CT,270140.00,530000.00,0.5096,Residential,Single Family,,,,POINT (-72.916808982 41.528235004)
210421,2021,08/29/2022,Killingly,50 LADDS LN,215460.00,380000.00,0.567,Residential,Single Family,,,,POINT (-71.897582967 41.830818985)
210184,2021,09/07/2022,Essex,15 PINE LAKE RD,274000.00,460000.00,0.5956,Residential,Single Family,,,,POINT (-72.471290963 41.334529012)
210273,2021,08/09/2022,Ellington,16 LADD RD,151220.00,235000.00,0.6434,Residential,Single Family,,,,POINT (-72.353779027 41.92825798)
210442,2021,09/13/2022,New Canaan,601 OLD STAMFORD RD,549990.00,1250000.00,0.4399,Residential,Single Family,,,,POINT (-73.499185039 41.119318996)
210062,2021,05/09/2022,Kent,45 STONE FENCES LA,277700.00,620000.00,0.447903226,Residential,Single Family,18 - In Lieu Of Foreclosure,,,POINT (-73.434206011 41.719306983)
210096,2021,01/21/2022,New Fairfield,55 RTE 39,190800.00,397000.00,0.4806,Residential,Single Family,,,,POINT (-73.475158985 41.470383988)
21000084,2021,02/03/2022,Granby,11 WASHINGTON DR,126140.00,215000.00,0.5866,Residential,Single Family,,,,POINT (-72.799926024 41.922798009)
210163,2021,06/13/2022,Litchfield,27 IFFLAND POND RD,154230.00,1000000.00,0.1542,Industrial,,,,,POINT (-73.121064982 41.77247)
210002,2021,10/01/2021,Ellington,136 1/2 TRIPP RD,288060.00,515000.00,0.5593,Residential,Single Family,,,,POINT (-72.511557961 41.886489993)
210490,2021,07/05/2022,Glastonbury,81 KETTLE POND DR,333300.00,740000.00,0.4504,Residential,Single Family,,,,POINT (-72.609626983 41.649951009)
210180,2021,05/20/2022,Derby,CHATFIELD ST,98420.00,165000.00,0.5964,Vacant Land,,15 - Government Agency,,,POINT (-73.098704742 41.335436426)
211421,2021,04/22/2022,Bridgeport,24 RIVERVIEW DR,79740.00,154500.00,0.5161,Residential,Condo,,,,POINT (-73.223086993 41.213277993)
210258,2021,02/15/2022,Branford,69 BAYPATH WAY,99900.00,165000.00,0.6054,Residential,Condo,,,,POINT (-72.818612975 41.298871013)
210186,2021,09/12/2022,Essex,11 EARL ST,27000.00,119000.00,0.2268,Vacant Land,,,,,POINT (-72.421517965 41.347914995)
210400,2021,01/10/2022,New Britain,120 CAMP ST,62650.00,156000.00,0.4016,Residential,Single Family,,,,POINT (-72.78437399 41.660654993)
210565,2021,04/11/2022,Fairfield,108 TIDE MILL TERRACE,537040.00,1608000.00,0.3339,Residential,Single Family,07 - Change in Property,PERMIT WORK,,POINT (-73.271082022 41.137404)
21077,2021,06/14/2022,Durham,93 MEETING HOUSE HILL RD,159880.00,285000.00,0.5609,Residential,Single Family,,,,POINT (-72.687205017 41.45213998)
2100110,2021,01/03/2022,Madison,230 NECK RD,154400.00,285000.00,0.5417,Residential,Condo,,,,POINT (-72.642187994 41.270148997)
210430,2021,11/29/2021,Bridgeport,333 VINCELLETTE ST UNIT #29,60500.00,137500.00,0.44,Residential,Condo,,,,POINT (-73.218168995 41.214528992)
211130,2021,08/24/2022,New Britain,889 EAST ST,106540.00,265000.00,0.402,Residential,Three Family,07 - Change in Property,,,POINT (-72.761690967 41.67703298)
210363,2021,09/01/2022,Bloomfield,1305 BLUE HILLS AVE,1400.00,862500.00,0.0016,Commercial,,25 - Other,TWO PARCELS ON ONE DEED,,POINT (-72.706836881 41.856092412)
210362,2021,12/27/2021,New Britain,22-9R PARK PL,21560.00,35000.00,0.616,Residential,Condo,16 - Charitable Group,,,POINT (-72.789523999 41.665331005)
2121292,2021,07/14/2022,Ansonia,41 HOLBROOK PL,141900.00,400000.00,0.3547,Residential,Two Family,,,,POINT (-73.088528026 41.346515008)
210132,2021,03/08/2022,Clinton,97 PRATT RD,328706.00,760000.00,0.4325,Residential,Single Family,07 - Change in Property,,,POINT (-72.541395022 41.269095014)
210090,2021,10/14/2021,Bridgeport,45 SULLIVAN PL,175760.00,369900.00,0.4751,Residential,Single Family,,,,POINT (-73.163672962 41.221216997)
21184,2021,07/15/2022,East Haddam,31 WM F PALMER RD,225040.00,300000.00,0.7501,Commercial,,,,,POINT (-72.46366 41.45829)
21194,2021,03/16/2022,Bethel,30 REDWOOD DRIVE,283570.00,275000.00,1.0311,Residential,Single Family,08 - Part Interest,,,POINT (-73.381644019 41.418729001)
212062,2021,08/11/2022,Bridgeport,112 HILLSIDE AVE,160350.00,350000.00,0.4581,Residential,Single Family,,,,POINT (-73.217573964 41.190447994)
21000101,2021,12/01/2021,Cheshire,15 RIVER VIEW CT,291560.00,540000.00,0.5399,Residential,Single Family,,,,POINT (-72.868408017 41.537528984)
210250,2021,06/02/2022,Berlin,95 SOUTH RIDGE LN UNIT E-202,145100.00,295000.00,0.4918,Residential,Condo,,,,POINT (-72.763540015 41.581972014)
210199,2021,11/23/2021,New Britain,59 SMITH ST,82460.00,180000.00,0.4581,Residential,Two Family,,,,POINT (-72.794592033 41.671879995)
21068,2021,04/26/2022,Lebanon,6 & 9 CAMP MOOWEEN RD,2970.00,330000.00,0.009,Residential,Single Family,28 - Use Assessment,"TWO PROPERTIES - 6 VACANT, 9 SINGLE FAMILY",,POINT (-72.240521997 41.570070005)
210323,2021,08/01/2022,Berlin,34 FAWN DR,159700.00,335000.00,0.476716418,Residential,Single Family,25 - Other,OTHER,ESTATE SALE,POINT (-72.756074002 41.608523997)
210313,2021,04/05/2022,Glastonbury,123 SPRINGBROOK DR,128900.00,234000.00,0.5508,Residential,Condo,,,,POINT (-72.608144978 41.719582999)
211307,2021,09/06/2022,Bristol,30 WARD ST,96880.00,135000.00,0.7176,Residential,Two Family,25 - Other,QUICK SALE - INTERIOR IN POOR CONDITION,,POINT (-72.949476025 41.675041021)
210164,2021,12/21/2021,Branford,12 JERIMOTH DR,148500.00,323000.00,0.4597,Residential,Condo,,,,POINT (-72.822709965 41.309665018)
211469,2021,05/02/2022,Bridgeport,30 CONNER ST,50960.00,467500.00,0.109005348,Residential,Single Family,07 - Change in Property,UNDER CONSTRUCTION,,POINT (-73.215180008 41.211278993)
210115,2021,02/16/2022,Ellington,164 PINNEY ST,191320.00,57000.00,3.3564,Residential,Single Family,08 - Part Interest,PARTIAL INTREST,,POINT (-72.482743995 41.887022998)
210914,2021,06/23/2022,Hamden,210 WILLOW ST,143710.00,375000.00,0.3832,Residential,Single Family,,,,POINT (-72.907489982 41.450221991)
210545,2021,02/18/2022,New Britain,102 WEST MAIN ST + 41 COURT ST,507500.00,1620000.00,0.313271605,Commercial,,,,,POINT (-72.784077019 41.666994016)
210158,2021,11/01/2021,Danbury,68 MOORLAND DR,316800.00,605000.00,0.5236,Residential,Condo,,B15004-12,,POINT (-73.5242157 41.386914842)
210234,2021,04/07/2022,Killingly,10 CENTER ST,91990.00,225000.00,0.4088,Commercial,,,,,POINT (-71.882703999 41.805394996)
2100163,2021,12/10/2021,Naugatuck,1025 NEW HAVEN ROAD,102890.00,255000.00,0.4034,Residential,Single Family,,,,POINT (-73.031488002 41.469315002)
210864,2021,07/05/2022,Fairfield,59 EMMY LANE,356860.00,584000.00,0.611,Residential,Single Family,25 - Other,ESTATE SALE,,POINT (-73.267287031 41.173110991)
210142,2021,07/14/2022,Brooklyn,392 PROVIDENCE RD,556100.00,825000.00,0.674,Commercial,,,,,POINT (-71.917628959 41.796878018)
210851,2021,05/23/2022,New Britain,164 MANSFIELD AVE,89880.00,205000.00,0.4384,Residential,Single Family,,,,POINT (-72.760742974 41.655269997)
210035,2021,10/08/2021,New Britain,25 VETERANS DR,967120.00,1320000.00,0.7326,Commercial,,03 - Inter Corporation,,,POINT (-72.770501018 41.649418004)
21212,2021,02/23/2022,Guilford,591 SAW MILL RD,281330.00,600000.00,0.4688,Residential,Single Family,07 - Change in Property,,,POINT (-72.700076016 41.310765981)
210933,2021,06/01/2022,Bristol,5 ROSEMONT AVE,102550.00,253000.00,0.4053,Residential,Single Family,,,,POINT (-72.938393975 41.66304899)
210140,2021,02/07/2022,Berlin,53 LEDGE DR,161300.00,300000.00,0.5376,Residential,Single Family,,,,POINT (-72.732717997 41.629483994)
210181,2021,11/09/2021,Bristol,116 SIXTH ST,86800.00,216000.00,0.4018,Residential,Two Family,25 - Other,ESTATE SALE,,POINT (-72.916009013 41.674590996)
2100206,2021,01/10/2022,Naugatuck,43 CAROLYN CIR,89880.00,210000.00,0.428,Residential,Single Family,,,,POINT (-73.037270006 41.501314007)
210021,2021,10/04/2021,Fairfield,217 COLLINGWOOD AVENUE,805000.00,1475000.00,0.5457,Residential,Single Family,,,,POINT (-73.221003 41.185049001)
210325,2021,12/27/2021,Hamden,20 CANNON ST,143640.00,248500.00,0.578,Residential,Single Family,,,,POINT (-72.897830006 41.396736983)
210537,2021,07/26/2022,Branford,3I THIMBLE ISLE,52800.00,135000.00,0.3911,Residential,Condo,07 - Change in Property,RENO PRIOR TO SALE,,POINT (-72.756609019 41.274760008)
210236,2021,08/01/2022,Derby,195 HAWKINS ST,159530.00,325000.00,0.4908,Residential,Two Family,,,,POINT (-73.090827015 41.329485998)
21393,2021,06/16/2022,Farmington,13 BYRNE CT,110730.00,255000.00,0.4342,Residential,Condo,,,,POINT (-72.796777075 41.741804365)
210985,2021,07/06/2022,New Britain,49 SENECA ST,98210.00,290000.00,0.338655172,Residential,Single Family,07 - Change in Property,,TOTALLY RENOVATED PER MLS,POINT (-72.776413026 41.690170021)
210158,2021,02/28/2022,Cromwell,23 PHEASANT RUN,101780.00,188000.00,0.5413,Residential,Condo,,,,POINT (-72.68949797 41.603944)
21372,2021,06/16/2022,Guilford,36 LONG HILL FARMS,197470.00,430000.00,0.4592,Residential,Condo,,,,POINT (-72.708248958 41.310268012)
2100102,2021,07/01/2022,Marlborough,11 OLD CIDER MILL LN,408270.00,865000.00,0.4719,Residential,Single Family,,,,POINT (-72.465110986 41.633865005)
210558,2021,07/26/2022,East Windsor,16 WEST RIVER RD,57840.00,349915.00,0.1652,Residential,Single Family,07 - Change in Property,PARTIAL CONSTR ON 10/1,,POINT (-72.677440518 41.902364488)
210363,2021,05/02/2022,Branford,38 CASTLE ROCK,262900.00,560000.00,0.4694,Residential,Condo,,,,POINT (-72.826453993 41.263983981)
211331,2021,04/08/2022,Bridgeport,168 SAVOY ST,177740.00,220000.00,0.8079,Residential,Single Family,,,,POINT (-73.208536009 41.204451011)
210266,2021,09/12/2022,Coventry,331 WOODMONT DR,202900.00,412750.00,0.4915,Residential,Single Family,,,,POINT (-72.337520985 41.812410984)
210666,2021,04/01/2022,New Britain,19 MADISON ST,93800.00,155000.00,0.6051,Residential,Two Family,,,,POINT (-72.786867019 41.657249006)
